INSTITUCION;UNIDAD ADMINISTRATIVA;JEFE DE UNIDAD;NIVEL CUMPLIDO;PRODUCTO/SERVICIO;INDICADOR;META PROYACTADA;META CUMPLIDA;%CUMPLIMIENTO;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;APLICACION CONTABLE PRESUPUESTARIA;NRO DE APLICACIONES CONTABLES  REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;INFORMES DE CONTROL PRESUPUESTARIO POR PARTIDAS;NRO DE INFORMES REALIZADOS;6.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;SISTEMA DE PRESUPUESTO ADECUADO A LAS NECESIDADES DEL HOSPITAL, INCLUYENDO TÉCNICAS PRESUPUESTARIAS, CÓDIGO, REGISTROS POR PARTIDAS Y DOCUMENTOS PERTINENTES;NRO DE SISTEMAS DE PRESUPUESTO REALIZADOS;200.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;PRESUPUESTO ANUAL DEL HOSPITAL;NRO DE PRESUPUESTO PLANIFICADO;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;REGISTROS DE DINEROS RECAUDADOS DEL SOAT O EQUIVALENTES PARA SER INFORMADOS A LA ADMINISTRACIÓN DE CAJA;NRO DE REGISTROS REALIZADOS;4000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;INFORMAR SOBRE LOS VALORES DEL SOAT O EQUIVALENTES RECAUDADOS;NRO DE INFORMES REALIZADOS;6.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;RECAUDACIÓN DE LOS VALORES DE AUTOGESTIÓN REFERENTES AL SOAT O EQUIVALENTES, CON SU RESPECTIVA FACTURA;NRO DE RECAUDACIONES REALIZADAS;4000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;PAGO DE OBLIGACIONES ECONÓMICAS DE LA INSTITUCIÓN PREVIA AUTORIZACIÓN EXPRESA DE LA AUTORIDAD COMPETENTE;NRO DE PAGOS REALIZADOS;700.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;INFORMES DIARIOS DE LOS INGRESOS Y PAGOS REALIZADOS CON LA DOCUMENTACIÓN PERTINENTE EN FORMA OPORTUNA Y SISTEMÁTICA;NRO. DE INFORMES REALIZADOS;12.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;REGISTRO DE LAS TRANSFERENCIAS DE PAGO PREVIA PRESENTACIÓN DE LOS COMPROBANTES LEGALIZADOS Y AUTORIZADOS POR LAS AUTORIDADES COMPETENTES DEL HOSPITAL;NRO DE REGISTROS REALIZADOS;700.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;COMPROBANTES DE DEPÓSITOS BANCARIOS DIARIOS;NRO DE COMPROBANTES REALIZADOS;20.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;DEPÓSITOS DIARIOS EN LA CUENTA BANCARIA RESPECTIVA TODOS LOS INGRESOS DEL HOSPITAL EN LA FORMA EN QUE FUERON RECIBIDOS;NRO DE DEPOSITOS REALIZADOS;20.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;REGISTRO DE LOS RECURSOS FINANCIEROS E INVENTARIOS CONTABLES DEL HOSPITAL;NRO DE REGISTROS REALIZADOS;350.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;COMPROBANTES DE GASTOS EFECTIVIZADOS Y REGISTRAR CON APLICACIÓN A RUBROS Y PARTIDAS CORRESPONDIENTES;NRO DE COMPROBANTES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;COMPROBANTES DE PAGO EN BASE A LA DOCUMENTACIÓN APROBADA POR LAS AUTORIDADES COMPETENTES SEGÚN PROCEDIMIENTOS ESTABLECIDOS;NRO DE COMPROBANTES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;SISTEMA DE CONTABILIDAD POR PARTIDA DOBLE, ADECUADA A LAS NECESIDADES DEL HOSPITAL, INCLUYENDO LAS TÉCNICAS PRESUPUESTARIAS, CÓDIGOS EN INSTRUCTIVO DE CUENTAS, REGISTROS Y OTROS DOCUMENTOS PERTINENTES;NRO DE SISTEMAS DE CONTABILIDAD REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;CUSTODIA, CONTROL, RENOVACIÓN Y EJECUCIÓN DE GARANTÍAS;NRO.DE CUSTODIAS REALIZADAS;10.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD ADMINISTRATIVA;VALDIVIESO MORTENSEN  MARIA CRISTINA;0.0;SUPERVISAR. ASESORA Y PLANIFICAR LA CORRECTA RECEPCION ADMINISTRATIVA DE LOS BIENES DE LA INSTITUCION;NRO. DE SUPERVISIONES;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD ADMINISTRATIVA;VALDIVIESO MORTENSEN  MARIA CRISTINA;0.0;COORDINAR, ANALIZAR Y REVISAR DOCUMENTACIÓN PREPARATORIA PARA INICIAR PROCESOS DE CONTRATACION;NRO. PROCESOS ANALIZADOS Y REVISADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD ADMINISTRATIVA;VALDIVIESO MORTENSEN  MARIA CRISTINA;0.0;ANALIZAR PROCESOS DE INFIRMA CUANTIA PARA SU ADJUDICACION;NRO. DE PROCESOS ANALIZADOS Y ADJUDICADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD ADMINISTRATIVA;VALDIVIESO MORTENSEN  MARIA CRISTINA;0.0;REALIZAR PROYECTOS PARA SOLICITAR EQUIPAMIENTO MEDICO, DE APOYO Y MOBILIARIO E N GENERAL PARA LA INSTITUCION;NRO. DE PROYECTOS REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD ADMINISTRATIVA;VALDIVIESO MORTENSEN  MARIA CRISTINA;0.0;ASESORÍA E N LA ELABORACIÓN DE TÉRMINOS DE REFERENCIA Y ESPECIFICACIONES TÉCNICAS PARA REALIZAR LOS PROCESOS DE CONTRATACIÓN;NRO. DE ASESORIAS REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD ADMINISTRATIVA;VALDIVIESO MORTENSEN  MARIA CRISTINA;0.0;COORDINAR Y PLANIFICAR LOS MANTENIMIENTOS CORRECTIVOS Y PREVENTIVOS DE LOS EQUIPOS MÉDICOS INFRAESTRUCTURA Y VEHICULAR DE LA INSTITUCIÓN;NRO. DE PLANES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD ADMINISTRATIVA;VALDIVIESO MORTENSEN  MARIA CRISTINA;0.0;MANTENER PERMISOS DE FUNCIONAMIENTO ACTUALIZADOS Y SEGUROS DEL HOSPITAL;NRO. DE TRAMITES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD ADMINISTRATIVA;VALDIVIESO MORTENSEN  MARIA CRISTINA;0.0;ELABORAR EL PLAN ANUAL DE CONTRATACION PUBLICA, EN COORDINACION CON LAS UNIDADES REQUIRENTES;NRO. DE PLANES REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;INFORMES DE FUNCIONAMIENTO DE LOS EQUIPOS ADQUIRIDOS Y OTROS EQUIPOS TECNOLÓGICOS COMPUTACIONALES Y COMUNICACIONALES DE LA INSTITUCIÓN EN COORDINACIÓN CON LAS ÁREAS DE ACTIVOS FIJOS Y BODEGA;NRO. DE PLANES DE MANTENIMIENTOS A PROGRAMAS REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;INFORMES DE EJECUCIÓN DE PLANES DE CAPACITACIONES A USUARIOS SOBRE LA UTILIZACIÓN Y MANEJO DE APLICACIONES A IMPLEMENTARSE (ANUAL);NO. DE INFORME A PRESENTAR Y EJECUTAR;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;INFORME DE DESARROLLO Y FUNCIONAMIENTO DE LA INFRAESTRUCTURA TECNOLÓGICA DEL DISTRITO (DISPONIBILIDAD DE SERVICIOS TI/ MENSUAL);NO. DE INFORME A PRESENTAR Y EJECUTAR;12.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;APLICACION DE SISTEMAS DE INFORMACION (QUIPUX/ZIMBRA) C/6 MESES;NO. DE INFORME A PRESENTAR Y EJECUTAR;4.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;APLICACION DE LAS ESPECIFICACIONES TECNICAS DE LOS RECURSOS TECNOLOGICOS (CONTRATACION DEL SERVICIO DE INTERNET, ANCHO DE BANDA) / ANUAL;NRO. DE MANTENIMIENTO REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;TRASLADO DE LOS EQUIPOS TECNOLÓGICOS COMPUTACIONALES Y COMUNICACIONALES DE LA INSTITUCIÓN EN COORDINACIÓN CON LAS ÁREAS DE ACTIVOS FIJOS Y BODEGA;NRO DE TRASLADOS DE LOS EQUIPOS REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;ACTAS DE LA ENTREGA RECEPCION DE LOS EQUIPOS ADQUIRIDOS EN COORDINACION CON LAS AREAS DE ACTIVOS FIJOS Y BODEGA;NRO. DE PLANES DE MANTENIMIENTOS A PROGRAMAS REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;INVENTARIO DE LOS EQUIPOS TECNOLÓGICOS COMPUTACIONALES Y COMUNICACIONALES;NRO. DE PLANES DE MANTENIMIENTOS A PROGRAMAS REALIZADOS;80.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;CORREO INSTITUCIONAL;NRO. DE PLANES DE MANTENIMIENTOS A PROGRAMAS REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;INFORME DE EJECUCIÓN DEL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS INFORMÁTICOS DE HARDWARE A NIVEL DISTRITAL (ANUAL);NO. DE INFORME A PRESENTAR Y EJECUTAR;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;INFORME DEL INVENTARIO PERIÓDICO DE EQUIPOS A NIVEL DISTRITAL(SGI C/2 MESES);NO. DE INFORME A PRESENTAR Y EJECUTAR;6.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;INFORME DE EJECUCION DEL SOPORTE TECNICO BRINDADO AL USUARIO (HELPDESK: INDICE SATISFACION Y CUMPLIMIENTO SLA) / MENSUAL;NO. DE INFORME A PRESENTAR Y EJECUTAR;12.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;PLAN DE CONTINGENCIAS SOBRE RESPALDOS DE INFORMACIÓN;NRO. DE PLANES DE CONTINGENCIA RALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;PLAN DE IMPLEMENTACION DE BUENAS PRACTICAS DE ACCESO Y UTILIZACION DE LOS RECURSOS Y SERVICIOS TECNOLÓGICOS EN CONFORMIDAD A LA NORMATIVA VIGENTE (POLÍTICAS C/4 MESES);NO. DE INFORME A PRESENTAR Y EJECUTAR;4.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES;BUSTAMANTE PARDO NOHELIA ALFONSINA;0.0;PLAN DE CRECIMIENTO DE REDES Y COMUNICACIONES DEL NIVEL DISTRITAL (CONECTIVIDAD C/4 MESES);NO. DE INFORME A PRESENTAR Y EJECUTAR;4.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE CUIDADOS DE ENFERMERIA;ENCALADA MALLA SANDRA PATRICIA;0.0;LIMPIEZA, DESINFECCION Y ESTERILIZACION DE LOS MATERIALES QUIRURGICOS;NRO. DE ESTERILIZACIONES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE CUIDADOS DE ENFERMERIA;ENCALADA MALLA SANDRA PATRICIA;0.0;MANTENIMIENTO DE LOS ESPACIOS Y MATERIALES CLINICOS SANITARIOS DEL HOSPITAL EN CONDICIONES QUE EVITEN INFECCIONES O RIESGOS AL USUARIO;NRO. DE MANTENIMIENTO REALIZADOS;50.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE CUIDADOS DE ENFERMERIA;ENCALADA MALLA SANDRA PATRICIA;0.0;REPORTES DE VISITAS A LOS PACIENTES EN COODINACION CON LAS RESPECTIVAS UNIDADES DE ESPECIALIDADES CLINICAS Y/O QUIRURGICAS;NRO. DE REPORTES DE VISITAS REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE CUIDADOS DE ENFERMERIA;ENCALADA MALLA SANDRA PATRICIA;0.0;CUALQUIER OTRA ACTUACION RELACIONADA CON SU FORMACION E INDICADA POR UN PROFESIONAL MEDICO CAPACITADO PARA EL EFECTO;NRO. DE ACTUACIONES REALIZADAS;90.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE CUIDADOS DE ENFERMERIA;ENCALADA MALLA SANDRA PATRICIA;0.0;INDICADORES DE GESTION DIARIA DE TRABAJO, PARTES DIARIO DE TRABAJO;NRO. DE INDICADORES DE GESTION REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE CUIDADOS DE ENFERMERIA;ENCALADA MALLA SANDRA PATRICIA;0.0;INFORMACION A PACIENTES Y FAMILIARES EN EL AMBITO DE SU COMPETENCIA;NRO. DE INFORMACIONES ENTREGADAS AL PACIENTE;90.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE CUIDADOS DE ENFERMERIA;ENCALADA MALLA SANDRA PATRICIA;0.0;REPORTES DE VALORACION DEL PACIENTE DESDE LA PERSPECTIVA DE ENFERMERIA;NRO. DE REPORTES DE VISITAS REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE CUIDADOS DE ENFERMERIA;ENCALADA MALLA SANDRA PATRICIA;0.0;PREPARACION DE PACIENTES PARA EL ACTO MEDICO;NRO. DE PREPARACIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE CUIDADOS DE ENFERMERIA;ENCALADA MALLA SANDRA PATRICIA;0.0;CUIDADO DIRECTO INTEGRAL DE ENFERMERIA AL PACIENTES;NRO. DE CUIDADOS DIRECTOS AL PACIENTE REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE CUIDADOS DE ENFERMERIA;ENCALADA MALLA SANDRA PATRICIA;0.0;CAPACITACIONES REALIZADAS;NRO DE CAPACITACIONES;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;CENTRO QUIRURGICO;DIAZ GUZMAN YADIRA BEATRIZ;0.0;SESIONES CLINICAS, CLINICO PATOLOGICAS Y OTRAS ACTIVIDADES CIENTIFICAS;NRO DE SESIONES ELEABORADAS;4.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;CENTRO QUIRURGICO;DIAZ GUZMAN YADIRA BEATRIZ;0.0;SOLICITUD DE ESTUDIOS Y EXAMENES COMPLEMENTARIOS QUE REQUIERA CADA CASO;NRO DE SOLICITUDES  REALIZADOS;1000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;CENTRO QUIRURGICO;DIAZ GUZMAN YADIRA BEATRIZ;0.0;REPORTE DIARIO DEL CRONOGRAMA DE CIRUGÍAS PROGRAMADAS;NRO DE REPORTES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;CENTRO QUIRURGICO;DIAZ GUZMAN YADIRA BEATRIZ;0.0;DESARROLLO DE INFORMACION, ELABORACION Y REQUERIMIENTO DEL CONSENTIMIENTO INFORMADO DE CADA PACIENTE;NRO DE DESARROLLO DE INFORMACION ELABORADOS;2200.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;CENTRO QUIRURGICO;DIAZ GUZMAN YADIRA BEATRIZ;0.0;REGISTRO DE PROCEDIMIENTOS EVOLUCION Y SEGUIMIENTO EN EL RECORD DE ANESTESIA;NRO DE RESGISTROS ELABORADOS;2200.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;CENTRO QUIRURGICO;DIAZ GUZMAN YADIRA BEATRIZ;0.0;ATENCIÓN A LOS POST OPERATORIOS INMEDIATOS;NRO DE ATECIONES REALIZADAS;2200.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;CENTRO QUIRURGICO;DIAZ GUZMAN YADIRA BEATRIZ;0.0;REALIZACIÓN DE  PROCEDIMIENTOS ANESTESICOS DE ACUERDO AL ESTADO DE SALUD Y REQUERIMIENTO DE CADA PACIENTE;NRO DE PROCEDIMIENTOS REALIZADOS;2200.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;CENTRO QUIRURGICO;DIAZ GUZMAN YADIRA BEATRIZ;0.0;EVALUACIÓN Y CLASIFICACIÓN DEL RIESGO ANESTÉSICO;NRO DE EVALUACIONES REALIZADAS;2200.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;INDICADORES DE GESTION DIARIA DEL TRABAJO, PARTES DIARIOS DEL TRABAJO;NRO. DE PARTES DIARIOS DE TRABAJO;365.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;TRANSFERENCIAS DE LOS PACIENTES DE ACUERDO A SU ESTADO DE SALUD;NRO. DE TRANFERENCIAS REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;DESARROLLO DE LA INFORMACION ELABORACION Y REQUERIMEINTO DEL CONSENTIMIENTO INFORMADO DE CADA PACIENTE;NRO. DE CONSENTIMIENTOS INFORMADOS;300.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;SESIONES CLÍNICAS, CLÍNICO PATOLÓGICAS Y OTRAS ACTIVIDADES CIENTÍFICAS;NRO DE SESIONES REALIZADAS;10.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;SOLICITUD DE ESTUDIOS Y EXÁMENES COMPLEMENTARIOS QUE REQUIERA CADA CASO;NRO DE SOLICITUDES REALIZADAS;1200.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;PRESCRIPCIONES DEL TRATAMIENTO MÉDICO RESPECTIVO;NRO DE PRESCRIPCIONES REALIADAS;350.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;ATENCIÓN INTEGRAL A LOS PACIENTES CRÍTICOS SUSTENTADA EN MEDICINA BASADA EN EVIDENCIA, GUÍAS DE PRÁCTICA CLÍNICA Y PROTOCOLOS DE ATENCIÓN, QUE INCLUYAN A TODOS LOS NIVELES ASISTENCIALES, EN TODAS LAS TIPOLOGÍAS DE PACIENTES Y PROCESOS SUSCEPTIBLES DE SER ATENDIDOS EN EL HOSPITAL, DE ACUERDO CON LA CARTERA DE SERVICIOS AUTORIZADA POR EL MSP;NRO DE ATENCIONES REALIZADAS;350.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;REGISTRO DE TODOS LOS COMPONENTES, SU EVOLUCIÓN Y SEGUIMIENTO EN EL EXPEDIENTE ÚNICO DE HISTORIA CLÍNICA DE LOS PACIENTES;NRO DE REGISTROS REALIZADOS;300.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;DIAGNÓSTICO Y TRATAMIENTO DEL PACIENTE REGISTRADO EN EL EXPEDIENTE ÚNICO DE SU HISTORIA CLÍNICA;NRO DE DIAGNOSTICOS REALIZADOS;300.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;ALTA MÉDICA A LOS PACIENTES QUE SE ENCUENTREN RESTABLECIDOS DE SU SALUD Y ELABORACION DE LA EPICRISIS.;NRO DE ALTAS MEDICAS REALIZADAS;300.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;TERAPIA INTENSIVA;CHACON VALDIVIEZO GABRIELA DE LOS ANGELES;0.0;EVALUACIÓN Y CLASIFICACIÓN DE PACIENTES;NRO DE EVALUACIONES REALIZADAS;300.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;IMAGENOLOGIA;LOZANO SAMANIEGO ALEXANDER SEBASTIAN;0.0;REGISTRO DE EXÁMENES Y PROCEDIMIENTOS REALIZADOS EN EL EXPEDIENTE ÚNICO DE HISTORIA CLÍNICA DEL PACIENTE;NRO DE RESGISTROS Y PROCEDIMIENTOS REALIZADOS;250.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;IMAGENOLOGIA;LOZANO SAMANIEGO ALEXANDER SEBASTIAN;0.0;INDICADORES DE GESTIÓN DIARIA DEL TRABAJO, PARTES DIARIOS DE TRABAJO;NRO DE INDICADORES REALIZADOS;108.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;IMAGENOLOGIA;LOZANO SAMANIEGO ALEXANDER SEBASTIAN;0.0;CUALQUIER OTRA ACTUACION RELACIONADA CON SU FORMACION E INDICADA POR UN PROFESIONAL CAPACITADO AL EFECTO;NRO DE ACTUACIONESA REALIZADAS;12.0;0.0;0.0;
